,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
4797,EasyJet,Á áætlun,2021-07-24,2021-10-15,London Gatwick,EZY8508,09:30,Departure
4798,SAS,Á áætlun,2021-07-24,2021-10-15,Kaupmannahöfn,SK596,10:30,Departure
4799,British Airways,Á áætlun,2021-07-24,2021-10-15,London Heathrow,BA801,10:45,Departure
4800,Delta,Á áætlun,2021-07-24,2021-10-15,New York JFK,DL247,11:15,Departure
4801,United Airlines,Á áætlun,2021-07-24,2021-10-15,New York Newark,UA967,11:20,Departure
4802,Atlantic Airways,Á áætlun,2021-07-24,2021-10-15,Vagar,RC402,11:40,Departure
4803,SAS,Á áætlun,2021-07-24,2021-10-15,Osló,SK4788,11:40,Departure
4804,Vueling,Á áætlun,2021-07-24,2021-10-15,Barcelona,VY2008,12:20,Departure
4805,Icelandair,Á áætlun,2021-07-24,2021-10-15,Kaupmannahöfn,FI212,14:00,Departure
4806,Air Baltic,Á áætlun,2021-07-24,2021-10-15,Riga,BT170,15:10,Departure
4807,Play,Á áætlun,2021-07-24,2021-10-15,Barcelona,OG614,15:15,Departure
4808,Play,Á áætlun,2021-07-24,2021-10-15,Kaupmannahöfn,OG904,15:15,Departure
4809,Icelandair,Á áætlun,2021-07-24,2021-10-15,París CDG,FI540,16:00,Departure
4810,Icelandair,Á áætlun,2021-07-24,2021-10-15,London Heathrow,FI454,16:10,Departure
4811,Icelandair,Á áætlun,2021-07-24,2021-10-15,Kaupmannahöfn,FI216,16:10,Departure
4812,Icelandair,Á áætlun,2021-07-24,2021-10-15,Stokkhólmur,FI312,16:25,Departure
4813,Icelandair,Á áætlun,2021-07-24,2021-10-15,Minneapolis St Paul,FI657,16:45,Departure
4814,Icelandair,Á áætlun,2021-07-24,2021-10-15,Chicago,FI853,16:45,Departure
4815,Icelandair,Á áætlun,2021-07-24,2021-10-15,Portland,FI665,16:50,Departure
4816,Icelandair,Á áætlun,2021-07-24,2021-10-15,Washington Dulles,FI645,16:50,Departure
4817,Icelandair,Á áætlun,2021-07-24,2021-10-15,Denver,FI671,16:55,Departure
4818,Icelandair,Á áætlun,2021-07-24,2021-10-15,New York JFK,FI615,17:00,Departure
4819,Icelandair,Á áætlun,2021-07-24,2021-10-15,New York Newark,FI623,17:00,Departure
4820,Icelandair,Á áætlun,2021-07-24,2021-10-15,Toronto,FI603,17:05,Departure
4821,Icelandair,Á áætlun,2021-07-24,2021-10-15,Billund,FI274,17:05,Departure
4822,Icelandair,Á áætlun,2021-07-24,2021-10-15,Seattle,FI681,17:05,Departure
4823,Icelandair,Á áætlun,2021-07-24,2021-10-15,Boston,FI631,17:20,Departure
4824,Icelandair,Á áætlun,2021-07-24,2021-10-15,Vancouver,FI697,17:20,Departure
4825,Icelandair,Á áætlun,2021-07-24,2021-10-15,Orlando,FI689,17:25,Departure
4826,Wizz Air,Á áætlun,2021-07-24,2021-10-15,Napoli Capodichino,W68434,18:10,Departure
4827,Wizz Air,Á áætlun,2021-07-24,2021-10-15,Wroclaw,W61898,18:50,Departure
4828,Wizz Air,Á áætlun,2021-07-24,2021-10-15,Rome Fiumicino,W68266,19:20,Departure
4829,Wizz Air,Á áætlun,2021-07-24,2021-10-15,Katowice,W61168,20:45,Departure
4830,Lufthansa,Á áætlun,2021-07-24,2021-10-16,Frankfurt,LH869,00:25,Departure
4831,Transavia,Á áætlun,2021-07-24,2021-10-16,París Orly,TO4041,00:45,Departure
4832,Play,Á áætlun,2021-07-24,2021-10-16,París CDG,OG400,06:00,Departure
4833,Play,Á áætlun,2021-07-24,2021-10-16,London Stansted,OG800,06:30,Departure
4834,Icelandair,Á áætlun,2021-07-24,2021-10-16,Genf,FI564,07:20,Departure
4835,Icelandair,Á áætlun,2021-07-24,2021-10-16,Munchen,FI532,07:20,Departure
4836,Icelandair,Á áætlun,2021-07-24,2021-10-16,Zurich,FI568,07:20,Departure
4837,Icelandair,Á áætlun,2021-07-24,2021-10-16,Frankfurt,FI520,07:25,Departure
4838,Icelandair,Á áætlun,2021-07-24,2021-10-16,Dublin,FI416,07:30,Departure
4839,Icelandair,Á áætlun,2021-07-24,2021-10-16,Helsinki,FI342,07:30,Departure
4840,Icelandair,Á áætlun,2021-07-24,2021-10-16,Dusseldorf,FI578,07:35,Departure
4841,Icelandair,Á áætlun,2021-07-24,2021-10-16,Stokkhólmur,FI306,07:35,Departure
4842,Icelandair,Á áætlun,2021-07-24,2021-10-16,Amsterdam,FI500,07:40,Departure
4843,Icelandair,Á áætlun,2021-07-24,2021-10-16,Berlin Brandenburg,FI528,07:40,Departure
4844,Icelandair,Á áætlun,2021-07-24,2021-10-16,París CDG,FI542,07:40,Departure
4845,Icelandair,Á áætlun,2021-07-24,2021-10-16,Brussel,FI554,07:40,Departure
4846,Icelandair,Á áætlun,2021-07-24,2021-10-16,London Heathrow,FI450,07:40,Departure
4847,Icelandair,Á áætlun,2021-07-24,2021-10-16,London Gatwick,FI470,07:45,Departure
4848,Icelandair,Á áætlun,2021-07-24,2021-10-16,Kaupmannahöfn,FI204,07:45,Departure
4849,Icelandair,Á áætlun,2021-07-24,2021-10-16,Osló,FI318,07:50,Departure
4850,Icelandair,Á áætlun,2021-07-24,2021-10-16,Amsterdam,FI506,07:50,Departure
4851,Icelandair,Á áætlun,2021-07-24,2021-10-16,París CDG,FI544,07:50,Departure
4852,Icelandair,Á áætlun,2021-07-24,2021-10-16,Manchester,FI440,08:00,Departure
4853,Neos,Á áætlun,2021-07-24,2021-10-16,Alicante,NO6904,08:20,Departure
4854,Icelandair,Á áætlun,2021-07-24,2021-10-16,Kaupmannahöfn,FI206,08:20,Departure
4855,Icelandair,Á áætlun,2021-07-24,2021-10-16,Tenerife South,FI580,08:40,Departure
4856,Icelandair,Á áætlun,2021-07-24,2021-10-16,Tenerife South,FI582,08:50,Departure
4857,British Airways,Á áætlun,2021-07-24,2021-10-16,London Heathrow,BA801,10:10,Departure
4858,Play,Á áætlun,2021-07-24,2021-10-16,Tenerife South,OG620,10:10,Departure
4859,Delta,Á áætlun,2021-07-24,2021-10-16,New York JFK,DL247,11:15,Departure
4860,United Airlines,Á áætlun,2021-07-24,2021-10-16,New York Newark,UA967,11:20,Departure
4861,Lufthansa,Á áætlun,2021-07-24,2021-10-16,Frankfurt,LH857,13:35,Departure
4862,Icelandair,Á áætlun,2021-07-24,2021-10-16,Kaupmannahöfn,FI212,14:00,Departure
4863,Play,Á áætlun,2021-07-24,2021-10-16,Alicante,OG604,15:15,Departure
4864,Icelandair,Á áætlun,2021-07-24,2021-10-16,Mílanó,FI592,15:20,Departure
4865,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Dortmund,W64714,15:50,Departure
4866,Icelandair,Á áætlun,2021-07-24,2021-10-16,London Heathrow,FI454,16:10,Departure
4867,Icelandair,Á áætlun,2021-07-24,2021-10-16,Kaupmannahöfn,FI216,16:25,Departure
4868,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Búdapest,W62428,16:25,Departure
4869,Icelandair,Á áætlun,2021-07-24,2021-10-16,Madríd,FI594,16:40,Departure
4870,Icelandair,Á áætlun,2021-07-24,2021-10-16,Minneapolis St Paul,FI657,16:45,Departure
4871,Icelandair,Á áætlun,2021-07-24,2021-10-16,Chicago,FI853,16:45,Departure
4872,Icelandair,Á áætlun,2021-07-24,2021-10-16,Portland,FI665,16:50,Departure
4873,Icelandair,Á áætlun,2021-07-24,2021-10-16,Washington Dulles,FI645,16:50,Departure
4874,Icelandair,Á áætlun,2021-07-24,2021-10-16,Denver,FI671,16:55,Departure
4875,Air Greenland,Á áætlun,2021-07-24,2021-10-16,Nuuk,GL711,16:55,Departure
4876,Icelandair,Á áætlun,2021-07-24,2021-10-16,New York JFK,FI615,17:00,Departure
4877,Icelandair,Á áætlun,2021-07-24,2021-10-16,New York Newark,FI623,17:00,Departure
4878,Icelandair,Á áætlun,2021-07-24,2021-10-16,Toronto,FI603,17:05,Departure
4879,Icelandair,Á áætlun,2021-07-24,2021-10-16,Seattle,FI681,17:05,Departure
4880,Icelandair,Á áætlun,2021-07-24,2021-10-16,Boston,FI631,17:15,Departure
4881,Icelandair,Á áætlun,2021-07-24,2021-10-16,Vancouver,FI697,17:20,Departure
4882,Icelandair,Á áætlun,2021-07-24,2021-10-16,Orlando,FI689,17:25,Departure
4883,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Vín,W62858,17:50,Departure
4884,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Wroclaw,W61898,18:50,Departure
4885,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Mílanó,W65566,19:20,Departure
4886,Wizz Air,Á áætlun,2021-07-24,2021-10-16,Gdansk,W61774,20:50,Departure
4887,Vueling,Á áætlun,2021-07-24,2021-10-16,Barcelona,VY8561,21:55,Departure
4888,Wizz Air,Á áætlun,2021-07-24,2021-10-16,London Luton,W94498,21:55,Departure
4889,Wizz Air,Á áætlun,2021-07-24,2021-10-17,Varsjá,W61540,00:10,Departure
4890,Transavia,Á áætlun,2021-07-24,2021-10-17,París Orly,TO4041,00:45,Departure
4891,Lufthansa,Á áætlun,2021-07-24,2021-10-17,Munchen,LH2469,01:05,Departure
4892,Czech Airlines,Á áætlun,2021-07-24,2021-10-17,Prag,OK461,01:30,Departure
4893,Play,Á áætlun,2021-07-24,2021-10-17,París CDG,OG400,06:00,Departure
4894,Play,Á áætlun,2021-07-24,2021-10-17,Berlin Brandenburg,OG700,06:00,Departure
4895,Play,Á áætlun,2021-07-24,2021-10-17,London Stansted,OG800,06:30,Departure
4896,Icelandair,Á áætlun,2021-07-24,2021-10-17,Genf,FI564,07:20,Departure
4897,Icelandair,Á áætlun,2021-07-24,2021-10-17,Zurich,FI568,07:20,Departure
4898,Icelandair,Á áætlun,2021-07-24,2021-10-17,Munchen,FI532,07:20,Departure
4899,Icelandair,Á áætlun,2021-07-24,2021-10-17,Frankfurt,FI520,07:25,Departure
4900,Icelandair,Á áætlun,2021-07-24,2021-10-17,Helsinki,FI342,07:30,Departure
4901,Icelandair,Á áætlun,2021-07-24,2021-10-17,Dublin,FI416,07:30,Departure
4902,Icelandair,Á áætlun,2021-07-24,2021-10-17,Glasgow,FI430,07:35,Departure
4903,Icelandair,Á áætlun,2021-07-24,2021-10-17,Dusseldorf,FI578,07:35,Departure
4904,Icelandair,Á áætlun,2021-07-24,2021-10-17,Stokkhólmur,FI306,07:35,Departure
4905,Icelandair,Á áætlun,2021-07-24,2021-10-17,London Heathrow,FI450,07:40,Departure
4906,Icelandair,Á áætlun,2021-07-24,2021-10-17,Amsterdam,FI500,07:40,Departure
4907,Icelandair,Á áætlun,2021-07-24,2021-10-17,Berlin Brandenburg,FI528,07:40,Departure
4908,Icelandair,Á áætlun,2021-07-24,2021-10-17,París CDG,FI542,07:40,Departure
4909,Icelandair,Á áætlun,2021-07-24,2021-10-17,Brussel,FI554,07:40,Departure
4910,Icelandair,Á áætlun,2021-07-24,2021-10-17,London Gatwick,FI470,07:45,Departure
4911,Icelandair,Á áætlun,2021-07-24,2021-10-17,Kaupmannahöfn,FI204,07:45,Departure
4912,Icelandair,Á áætlun,2021-07-24,2021-10-17,Amsterdam,FI506,07:50,Departure
4913,Icelandair,Á áætlun,2021-07-24,2021-10-17,Osló,FI318,07:50,Departure
4914,Neos,Á áætlun,2021-07-24,2021-10-17,Tenerife South,NO7924,08:20,Departure
4915,Icelandair,Á áætlun,2021-07-24,2021-10-17,Kaupmannahöfn,FI206,08:20,Departure
4916,Icelandair,Á áætlun,2021-07-24,2021-10-17,Manchester,FI440,08:25,Departure
4917,Icelandair,Á áætlun,2021-07-24,2021-10-17,Malaga,FI1526,08:50,Departure
4918,EasyJet,Á áætlun,2021-07-24,2021-10-17,Manchester,EZY1806,09:15,Departure
4919,EasyJet,Á áætlun,2021-07-24,2021-10-17,London Luton,EZY2296,09:35,Departure
4920,Norwegian,Á áætlun,2021-07-24,2021-10-17,Osló,DY1171,10:00,Departure
4921,Delta,Á áætlun,2021-07-24,2021-10-17,New York JFK,DL247,11:15,Departure
4922,United Airlines,Á áætlun,2021-07-24,2021-10-17,New York Newark,UA967,11:20,Departure
4923,Vueling,Á áætlun,2021-07-24,2021-10-17,Barcelona,VY2008,12:20,Departure
4924,Icelandair,Á áætlun,2021-07-24,2021-10-17,Kaupmannahöfn,FI212,14:00,Departure
4925,Wizz Air,Á áætlun,2021-07-24,2021-10-17,Napoli Capodichino,W68434,14:20,Departure
4926,Air Baltic,Á áætlun,2021-07-24,2021-10-17,Riga,BT170,15:10,Departure
4927,Play,Á áætlun,2021-07-24,2021-10-17,Kaupmannahöfn,OG904,15:15,Departure
4928,EasyJet,Á áætlun,2021-07-24,2021-10-17,Edinborg,EZY6942,15:25,Departure
4929,Icelandair,Á áætlun,2021-07-24,2021-10-17,París CDG,FI540,15:30,Departure
4930,Icelandair,Á áætlun,2021-07-24,2021-10-17,Amsterdam,FI504,15:55,Departure
4931,Icelandair,Á áætlun,2021-07-24,2021-10-17,Kaupmannahöfn,FI216,16:10,Departure
4932,Icelandair,Á áætlun,2021-07-24,2021-10-17,London Heathrow,FI454,16:10,Departure
4933,SAS,Á áætlun,2021-07-24,2021-10-17,Osló,SK4788,16:15,Departure
4934,Icelandair,Á áætlun,2021-07-24,2021-10-17,Osló,FI324,16:25,Departure
4935,Icelandair,Á áætlun,2021-07-24,2021-10-17,Stokkhólmur,FI312,16:25,Departure
4936,Icelandair,Á áætlun,2021-07-24,2021-10-17,Minneapolis St Paul,FI657,16:45,Departure
4937,Icelandair,Á áætlun,2021-07-24,2021-10-17,Chicago,FI853,16:45,Departure
4938,Icelandair,Á áætlun,2021-07-24,2021-10-17,Portland,FI665,16:50,Departure
4939,Icelandair,Á áætlun,2021-07-24,2021-10-17,Washington Dulles,FI645,16:50,Departure
4940,Icelandair,Á áætlun,2021-07-24,2021-10-17,Denver,FI671,16:55,Departure
4941,Icelandair,Á áætlun,2021-07-24,2021-10-17,New York JFK,FI615,17:00,Departure
4942,Icelandair,Á áætlun,2021-07-24,2021-10-17,New York Newark,FI623,17:00,Departure
4943,Icelandair,Á áætlun,2021-07-24,2021-10-17,Toronto,FI603,17:05,Departure
4944,Icelandair,Á áætlun,2021-07-24,2021-10-17,Seattle,FI681,17:05,Departure
4945,Icelandair,Á áætlun,2021-07-24,2021-10-17,Orlando,FI689,17:10,Departure
4946,Icelandair,Á áætlun,2021-07-24,2021-10-17,Boston,FI631,17:15,Departure
4947,Wizz Air,Á áætlun,2021-07-24,2021-10-17,Kraká,W65054,17:15,Departure
4948,Icelandair,Á áætlun,2021-07-24,2021-10-17,Vancouver,FI697,17:20,Departure
4949,Transavia,Á áætlun,2021-07-24,2021-10-17,Amsterdam,HV6886,20:05,Departure
4950,Wizz Air,Á áætlun,2021-07-24,2021-10-17,Riga,W62598,20:50,Departure
4951,Wizz Air,Á áætlun,2021-07-24,2021-10-18,Varsjá,W61540,00:05,Departure
4952,Lufthansa,Á áætlun,2021-07-24,2021-10-18,Frankfurt,LH869,00:25,Departure
4953,Eurowings,Á áætlun,2021-07-24,2021-10-18,Köln,EW881,01:00,Departure
4954,Czech Airlines,Á áætlun,2021-07-24,2021-10-18,Prag,OK461,01:30,Departure
4955,Play,Á áætlun,2021-07-24,2021-10-18,París CDG,OG400,06:00,Departure
4956,Play,Á áætlun,2021-07-24,2021-10-18,Berlin Brandenburg,OG700,06:00,Departure
4957,Play,Á áætlun,2021-07-24,2021-10-18,London Stansted,OG800,06:30,Departure
4958,Icelandair,Á áætlun,2021-07-24,2021-10-18,Zurich,FI568,07:20,Departure
4959,Icelandair,Á áætlun,2021-07-24,2021-10-18,Munchen,FI532,07:20,Departure
4960,Icelandair,Á áætlun,2021-07-24,2021-10-18,Genf,FI564,07:20,Departure
4961,Icelandair,Á áætlun,2021-07-24,2021-10-18,Frankfurt,FI520,07:25,Departure
4962,Icelandair,Á áætlun,2021-07-24,2021-10-18,Helsinki,FI342,07:30,Departure
4963,Icelandair,Á áætlun,2021-07-24,2021-10-18,Dublin,FI416,07:30,Departure
4964,Icelandair,Á áætlun,2021-07-24,2021-10-18,Glasgow,FI430,07:35,Departure
4965,Icelandair,Á áætlun,2021-07-24,2021-10-18,Dusseldorf,FI578,07:35,Departure
4966,Icelandair,Á áætlun,2021-07-24,2021-10-18,Stokkhólmur,FI306,07:35,Departure
4967,Icelandair,Á áætlun,2021-07-24,2021-10-18,París CDG,FI542,07:40,Departure
4968,Icelandair,Á áætlun,2021-07-24,2021-10-18,London Heathrow,FI450,07:40,Departure
4969,Icelandair,Á áætlun,2021-07-24,2021-10-18,Amsterdam,FI500,07:40,Departure
4970,Icelandair,Á áætlun,2021-07-24,2021-10-18,Brussel,FI554,07:40,Departure
4971,Icelandair,Á áætlun,2021-07-24,2021-10-18,Berlin Brandenburg,FI528,07:40,Departure
4972,Icelandair,Á áætlun,2021-07-24,2021-10-18,London Gatwick,FI470,07:45,Departure
4973,Icelandair,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,FI204,07:45,Departure
4974,Icelandair,Á áætlun,2021-07-24,2021-10-18,Amsterdam,FI506,07:50,Departure
4975,Icelandair,Á áætlun,2021-07-24,2021-10-18,Osló,FI318,07:50,Departure
4976,Icelandair,Á áætlun,2021-07-24,2021-10-18,Hamborg,FI510,07:50,Departure
4977,Neos,Á áætlun,2021-07-24,2021-10-18,Las Palmas,NO1912,08:20,Departure
4978,Icelandair,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,FI206,08:20,Departure
4979,Icelandair,Á áætlun,2021-07-24,2021-10-18,Manchester,FI440,08:25,Departure
4980,Icelandair,Á áætlun,2021-07-24,2021-10-18,Napoli Capodichino,FI1524,08:45,Departure
4981,EasyJet,Á áætlun,2021-07-24,2021-10-18,London Luton,EZY2296,08:45,Departure
4982,Icelandair,Á áætlun,2021-07-24,2021-10-18,Alicante,FI1582,08:50,Departure
4983,Icelandair,Á áætlun,2021-07-24,2021-10-18,Bergen,FI334,08:55,Departure
4984,EasyJet,Á áætlun,2021-07-24,2021-10-18,London Gatwick,EZY8508,09:25,Departure
4985,JET2.Com,Á áætlun,2021-07-24,2021-10-18,Newcastle,LS4084,10:15,Departure
4986,JET2.Com,Á áætlun,2021-07-24,2021-10-18,Edinborg,LS4096,10:15,Departure
4987,SAS,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,SK596,10:30,Departure
4988,JET2.Com,Á áætlun,2021-07-24,2021-10-18,Birmingham,LS4090,10:45,Departure
4989,JET2.Com,Á áætlun,2021-07-24,2021-10-18,Manchester,LS4088,11:15,Departure
4990,Delta,Á áætlun,2021-07-24,2021-10-18,New York JFK,DL247,11:15,Departure
4991,SAS,Á áætlun,2021-07-24,2021-10-18,Osló,SK4788,11:15,Departure
4992,United Airlines,Á áætlun,2021-07-24,2021-10-18,New York Newark,UA967,11:20,Departure
4993,Atlantic Airways,Á áætlun,2021-07-24,2021-10-18,Vagar,RC402,11:40,Departure
4994,Icelandair,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,FI212,14:00,Departure
4995,Icelandair,Á áætlun,2021-07-24,2021-10-18,Verona,FI1502,14:00,Departure
4996,Air Baltic,Á áætlun,2021-07-24,2021-10-18,Riga,BT170,15:10,Departure
4997,Play,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,OG904,15:15,Departure
4998,Play,Á áætlun,2021-07-24,2021-10-18,Barcelona,OG614,15:15,Departure
4999,Icelandair,Á áætlun,2021-07-24,2021-10-18,Mílanó,FI592,15:20,Departure
5000,Icelandair,Á áætlun,2021-07-24,2021-10-18,París CDG,FI540,16:00,Departure
5001,Icelandair,Á áætlun,2021-07-24,2021-10-18,London Heathrow,FI454,16:10,Departure
5002,Icelandair,Á áætlun,2021-07-24,2021-10-18,Kaupmannahöfn,FI216,16:10,Departure
5003,Icelandair,Á áætlun,2021-07-24,2021-10-18,Billund,FI274,16:40,Departure
5004,Icelandair,Á áætlun,2021-07-24,2021-10-18,Minneapolis St Paul,FI657,16:45,Departure
5005,Icelandair,Á áætlun,2021-07-24,2021-10-18,Chicago,FI853,16:45,Departure
5006,Icelandair,Á áætlun,2021-07-24,2021-10-18,Washington Dulles,FI645,16:50,Departure
5007,Icelandair,Á áætlun,2021-07-24,2021-10-18,Portland,FI665,16:50,Departure
5008,Icelandair,Á áætlun,2021-07-24,2021-10-18,Chicago,FI837,16:50,Departure
5009,Icelandair,Á áætlun,2021-07-24,2021-10-18,Denver,FI671,16:55,Departure
5010,Icelandair,Á áætlun,2021-07-24,2021-10-18,New York JFK,FI615,17:00,Departure
5011,Icelandair,Á áætlun,2021-07-24,2021-10-18,New York Newark,FI623,17:00,Departure
5012,Icelandair,Á áætlun,2021-07-24,2021-10-18,Toronto,FI603,17:05,Departure
5013,Icelandair,Á áætlun,2021-07-24,2021-10-18,Seattle,FI681,17:05,Departure
5014,Icelandair,Á áætlun,2021-07-24,2021-10-18,Boston,FI631,17:15,Departure
5015,Icelandair,Á áætlun,2021-07-24,2021-10-18,Vancouver,FI697,17:20,Departure
5016,Icelandair,Á áætlun,2021-07-24,2021-10-18,Orlando,FI689,17:25,Departure
5017,Wizz Air,Á áætlun,2021-07-24,2021-10-18,Napoli Capodichino,W68434,18:10,Departure
5018,Transavia,Á áætlun,2021-07-24,2021-10-18,Amsterdam,HV6888,18:20,Departure
5019,Wizz Air,Á áætlun,2021-07-24,2021-10-18,Wroclaw,W61898,18:50,Departure
5020,Wizz Air,Á áætlun,2021-07-24,2021-10-18,Rome Fiumicino,W68266,19:20,Departure
5021,Wizz Air,Á áætlun,2021-07-24,2021-10-18,Katowice,W61168,20:45,Departure
5022,Vueling,Á áætlun,2021-07-24,2021-10-18,Barcelona,VY8561,21:55,Departure
5023,Lufthansa,Á áætlun,2021-07-24,2021-10-19,Frankfurt,LH869,00:25,Departure
5024,Czech Airlines,Á áætlun,2021-07-24,2021-10-19,Prag,OK461,01:30,Departure
5025,Play,Á áætlun,2021-07-24,2021-10-19,Berlin Brandenburg,OG700,05:45,Departure
5026,Neos,Á áætlun,2021-07-24,2021-10-19,Alicante,NO2902,06:00,Departure
5027,Icelandair,Á áætlun,2021-07-24,2021-10-19,Genf,FI564,07:20,Departure
5028,Icelandair,Á áætlun,2021-07-24,2021-10-19,Munchen,FI532,07:20,Departure
5029,Icelandair,Á áætlun,2021-07-24,2021-10-19,Zurich,FI568,07:20,Departure
5030,Icelandair,Á áætlun,2021-07-24,2021-10-19,Frankfurt,FI520,07:25,Departure
5031,Icelandair,Á áætlun,2021-07-24,2021-10-19,Dublin,FI416,07:30,Departure
5032,Icelandair,Á áætlun,2021-07-24,2021-10-19,Helsinki,FI342,07:30,Departure
5033,Icelandair,Á áætlun,2021-07-24,2021-10-19,Glasgow,FI430,07:35,Departure
5034,Icelandair,Á áætlun,2021-07-24,2021-10-19,Stokkhólmur,FI306,07:35,Departure
5035,Icelandair,Á áætlun,2021-07-24,2021-10-19,Brussel,FI554,07:40,Departure
5036,Icelandair,Á áætlun,2021-07-24,2021-10-19,London Heathrow,FI450,07:40,Departure
5037,Icelandair,Á áætlun,2021-07-24,2021-10-19,París CDG,FI542,07:40,Departure
5038,Icelandair,Á áætlun,2021-07-24,2021-10-19,Amsterdam,FI500,07:40,Departure
5039,Icelandair,Á áætlun,2021-07-24,2021-10-19,Berlin Brandenburg,FI528,07:40,Departure
5040,Icelandair,Á áætlun,2021-07-24,2021-10-19,London Gatwick,FI470,07:45,Departure
5041,Icelandair,Á áætlun,2021-07-24,2021-10-19,Kaupmannahöfn,FI204,07:45,Departure
5042,Icelandair,Á áætlun,2021-07-24,2021-10-19,Osló,FI318,07:50,Departure
5043,Icelandair,Á áætlun,2021-07-24,2021-10-19,Amsterdam,FI506,07:50,Departure
5044,Icelandair,Á áætlun,2021-07-24,2021-10-19,Hamborg,FI510,07:50,Departure
5045,Icelandair,Á áætlun,2021-07-24,2021-10-19,París CDG,FI544,07:50,Departure
5046,Icelandair,Á áætlun,2021-07-24,2021-10-19,Kaupmannahöfn,FI206,08:20,Departure
5047,Icelandair,Á áætlun,2021-07-24,2021-10-19,Lanzarote,FI1510,08:40,Departure
5048,Icelandair,Á áætlun,2021-07-24,2021-10-19,Chania,FI1586,09:00,Departure
5049,Play,Á áætlun,2021-07-24,2021-10-19,Alicante,OG600,10:00,Departure
5050,Play,Á áætlun,2021-07-24,2021-10-19,Tenerife South,OG620,10:10,Departure
5051,SAS,Á áætlun,2021-07-24,2021-10-19,Kaupmannahöfn,SK596,10:30,Departure
5052,British Airways,Á áætlun,2021-07-24,2021-10-19,London Heathrow,BA801,10:45,Departure
5053,Delta,Á áætlun,2021-07-24,2021-10-19,New York JFK,DL247,11:15,Departure
5054,United Airlines,Á áætlun,2021-07-24,2021-10-19,New York Newark,UA967,11:20,Departure
5055,SAS,Á áætlun,2021-07-24,2021-10-19,Osló,SK4788,11:40,Departure
5056,Vueling,Á áætlun,2021-07-24,2021-10-19,Barcelona,VY2008,12:20,Departure
5057,Lufthansa,Á áætlun,2021-07-24,2021-10-19,Frankfurt,LH857,13:35,Departure
5058,Icelandair,Á áætlun,2021-07-24,2021-10-19,Kaupmannahöfn,FI212,14:00,Departure
5059,Icelandair,Á áætlun,2021-07-24,2021-10-19,Madríd,FI594,14:00,Departure
5060,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Dortmund,W64714,15:50,Departure
5061,Icelandair,Á áætlun,2021-07-24,2021-10-19,Kaupmannahöfn,FI216,16:10,Departure
5062,Icelandair,Á áætlun,2021-07-24,2021-10-19,London Heathrow,FI454,16:10,Departure
5063,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Búdapest,W62428,16:25,Departure
5064,Icelandair,Á áætlun,2021-07-24,2021-10-19,Minneapolis St Paul,FI657,16:45,Departure
5065,Icelandair,Á áætlun,2021-07-24,2021-10-19,Chicago,FI853,16:45,Departure
5066,Icelandair,Á áætlun,2021-07-24,2021-10-19,Portland,FI665,16:50,Departure
5067,Icelandair,Á áætlun,2021-07-24,2021-10-19,Chicago,FI837,16:50,Departure
5068,Icelandair,Á áætlun,2021-07-24,2021-10-19,Washington Dulles,FI645,16:50,Departure
5069,Icelandair,Á áætlun,2021-07-24,2021-10-19,Denver,FI671,16:55,Departure
5070,Icelandair,Á áætlun,2021-07-24,2021-10-19,New York JFK,FI615,17:00,Departure
5071,Icelandair,Á áætlun,2021-07-24,2021-10-19,Minneapolis St Paul,FI659,17:00,Departure
5072,Icelandair,Á áætlun,2021-07-24,2021-10-19,New York Newark,FI623,17:00,Departure
5073,Icelandair,Á áætlun,2021-07-24,2021-10-19,Toronto,FI603,17:05,Departure
5074,Icelandair,Á áætlun,2021-07-24,2021-10-19,Seattle,FI681,17:05,Departure
5075,Icelandair,Á áætlun,2021-07-24,2021-10-19,Boston,FI631,17:15,Departure
5076,Neos,Á áætlun,2021-07-24,2021-10-19,Rome Fiumicino,NO2936,17:20,Departure
5077,Icelandair,Á áætlun,2021-07-24,2021-10-19,Vancouver,FI697,17:20,Departure
5078,Icelandair,Á áætlun,2021-07-24,2021-10-19,Orlando,FI689,17:25,Departure
5079,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Vín,W62858,17:50,Departure
5080,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Wroclaw,W61898,18:50,Departure
5081,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Mílanó,W65566,19:20,Departure
5082,Wizz Air,Á áætlun,2021-07-24,2021-10-19,Gdansk,W61774,20:50,Departure
5083,Wizz Air,Á áætlun,2021-07-24,2021-10-19,London Luton,W94498,21:55,Departure
5084,Wizz Air,Á áætlun,2021-07-24,2021-10-20,Varsjá,W61540,00:10,Departure
